// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 7 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/Users/personberg/Code/zeta/benchmarks/Zeta.Benchmarks/bin/Release/net10.0/Zeta.Benchmarks-ShortRun-1/" /p:OutDir="/Users/personberg/Code/zeta/benchmarks/Zeta.Benchmarks/bin/Release/net10.0/Zeta.Benchmarks-ShortRun-1/bin/Release/net10.0/" /p:OutputPath="/Users/personberg/Code/zeta/benchmarks/Zeta.Benchmarks/bin/Release/net10.0/Zeta.Benchmarks-ShortRun-1/bin/Release/net10.0/" /p:PublishDir="/Users/personberg/Code/zeta/benchmarks/Zeta.Benchmarks/bin/Release/net10.0/Zeta.Benchmarks-ShortRun-1/publish/" in /Users/personberg/Code/zeta/benchmarks/Zeta.Benchmarks/bin/Release/net10.0/Zeta.Benchmarks-ShortRun-1
// command took 0.85 sec and exited with 0
// start dotnet  build -c Release --no-restore --nodeReuse:false /p:UseSharedCompilation=false /p:Deterministic=true /p:Optimize=true /p:ArtifactsPath="/Users/personberg/Code/zeta/benchmarks/Zeta.Benchmarks/bin/Release/net10.0/Zeta.Benchmarks-ShortRun-1/" /p:OutDir="/Users/personberg/Code/zeta/benchmarks/Zeta.Benchmarks/bin/Release/net10.0/Zeta.Benchmarks-ShortRun-1/bin/Release/net10.0/" /p:OutputPath="/Users/personberg/Code/zeta/benchmarks/Zeta.Benchmarks/bin/Release/net10.0/Zeta.Benchmarks-ShortRun-1/bin/Release/net10.0/" /p:PublishDir="/Users/personberg/Code/zeta/benchmarks/Zeta.Benchmarks/bin/Release/net10.0/Zeta.Benchmarks-ShortRun-1/publish/" --output "/Users/personberg/Code/zeta/benchmarks/Zeta.Benchmarks/bin/Release/net10.0/Zeta.Benchmarks-ShortRun-1/bin/Release/net10.0/" in /Users/personberg/Code/zeta/benchmarks/Zeta.Benchmarks/bin/Release/net10.0/Zeta.Benchmarks-ShortRun-1
// command took 4.87 sec and exited with 0
// ***** Done, took 00:00:05 (5.86 sec)   *****
// Found 3 benchmarks:
//   AllocationBenchmarks.ValidateStringWithMultipleRules: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   AllocationBenchmarks.ValidateIntWithMinMax: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
//   AllocationBenchmarks.ValidateStringWithManyRules: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

// **************************
// Benchmark: AllocationBenchmarks.ValidateStringWithMultipleRules: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet Zeta.Benchmarks-ShortRun-1.dll --anonymousPipes 131 132 --benchmarkName Zeta.Benchmarks.AllocationBenchmarks.ValidateStringWithMultipleRules --job ShortRun --benchmarkId 0 in /Users/personberg/Code/zeta/benchmarks/Zeta.Benchmarks/bin/Release/net10.0/Zeta.Benchmarks-ShortRun-1/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.8
// Runtime=.NET 10.0.8 (10.0.8, 10.0.826.23019), Arm64 RyuJIT armv8.0-a
// GC=Concurrent Workstation
// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

// HardwareIntrinsics=ArmBase+AdvSimd,AES,CRC32,DP,RDM,SHA1,SHA256 VectorSize=128
// Job: DefaultJob

OverheadJitting  1: 1 op, 107459.00 ns, 107.4590 us/op
WorkloadJitting  1: 1 op, 12212542.00 ns, 12.2125 ms/op

OverheadJitting  2: 16 op, 236541.00 ns, 14.7838 us/op
WorkloadJitting  2: 16 op, 579625.00 ns, 36.2266 us/op

WorkloadPilot    1: 16 op, 302792.00 ns, 18.9245 us/op
WorkloadPilot    2: 32 op, 590666.00 ns, 18.4583 us/op
WorkloadPilot    3: 64 op, 1328959.00 ns, 20.7650 us/op
WorkloadPilot    4: 128 op, 2486541.00 ns, 19.4261 us/op
WorkloadPilot    5: 256 op, 5086125.00 ns, 19.8677 us/op
WorkloadPilot    6: 512 op, 10365458.00 ns, 20.2450 us/op
WorkloadPilot    7: 1024 op, 21007125.00 ns, 20.5148 us/op
WorkloadPilot    8: 2048 op, 38511792.00 ns, 18.8046 us/op
WorkloadPilot    9: 4096 op, 96841334.00 ns, 23.6429 us/op
WorkloadPilot   10: 8192 op, 82154791.00 ns, 10.0287 us/op
WorkloadPilot   11: 16384 op, 100908625.00 ns, 6.1590 us/op
WorkloadPilot   12: 32768 op, 190423000.00 ns, 5.8112 us/op
WorkloadPilot   13: 65536 op, 381258458.00 ns, 5.8175 us/op
WorkloadPilot   14: 131072 op, 751392750.00 ns, 5.7327 us/op

OverheadWarmup   1: 131072 op, 258417.00 ns, 1.9716 ns/op
OverheadWarmup   2: 131072 op, 261458.00 ns, 1.9948 ns/op
OverheadWarmup   3: 131072 op, 254292.00 ns, 1.9401 ns/op
OverheadWarmup   4: 131072 op, 261375.00 ns, 1.9941 ns/op
OverheadWarmup   5: 131072 op, 279042.00 ns, 2.1289 ns/op
OverheadWarmup   6: 131072 op, 277666.00 ns, 2.1184 ns/op

OverheadActual   1: 131072 op, 264584.00 ns, 2.0186 ns/op
OverheadActual   2: 131072 op, 263000.00 ns, 2.0065 ns/op
OverheadActual   3: 131072 op, 259666.00 ns, 1.9811 ns/op
OverheadActual   4: 131072 op, 258583.00 ns, 1.9728 ns/op
OverheadActual   5: 131072 op, 271125.00 ns, 2.0685 ns/op
OverheadActual   6: 131072 op, 271625.00 ns, 2.0723 ns/op
OverheadActual   7: 131072 op, 256958.00 ns, 1.9604 ns/op
OverheadActual   8: 131072 op, 260834.00 ns, 1.9900 ns/op
OverheadActual   9: 131072 op, 257750.00 ns, 1.9665 ns/op
OverheadActual  10: 131072 op, 251292.00 ns, 1.9172 ns/op
OverheadActual  11: 131072 op, 251500.00 ns, 1.9188 ns/op
OverheadActual  12: 131072 op, 261417.00 ns, 1.9945 ns/op
OverheadActual  13: 131072 op, 251958.00 ns, 1.9223 ns/op
OverheadActual  14: 131072 op, 252166.00 ns, 1.9239 ns/op
OverheadActual  15: 131072 op, 268208.00 ns, 2.0463 ns/op

WorkloadWarmup   1: 131072 op, 766311042.00 ns, 5.8465 us/op
WorkloadWarmup   2: 131072 op, 760127917.00 ns, 5.7993 us/op
WorkloadWarmup   3: 131072 op, 755899708.00 ns, 5.7671 us/op
WorkloadWarmup   4: 131072 op, 756997084.00 ns, 5.7754 us/op
WorkloadWarmup   5: 131072 op, 756742250.00 ns, 5.7735 us/op
WorkloadWarmup   6: 131072 op, 756255500.00 ns, 5.7698 us/op
WorkloadWarmup   7: 131072 op, 763639959.00 ns, 5.8261 us/op
WorkloadWarmup   8: 131072 op, 757932958.00 ns, 5.7826 us/op

// BeforeActualRun
WorkloadActual   1: 131072 op, 757379916.00 ns, 5.7784 us/op
WorkloadActual   2: 131072 op, 756042416.00 ns, 5.7681 us/op
WorkloadActual   3: 131072 op, 761430083.00 ns, 5.8093 us/op
WorkloadActual   4: 131072 op, 757947250.00 ns, 5.7827 us/op
WorkloadActual   5: 131072 op, 758718375.00 ns, 5.7886 us/op
WorkloadActual   6: 131072 op, 765415708.00 ns, 5.8397 us/op
WorkloadActual   7: 131072 op, 764304083.00 ns, 5.8312 us/op
WorkloadActual   8: 131072 op, 759657542.00 ns, 5.7957 us/op
WorkloadActual   9: 131072 op, 765601583.00 ns, 5.8411 us/op
WorkloadActual  10: 131072 op, 765285917.00 ns, 5.8387 us/op
WorkloadActual  11: 131072 op, 773489750.00 ns, 5.9013 us/op
WorkloadActual  12: 131072 op, 763567042.00 ns, 5.8256 us/op
WorkloadActual  13: 131072 op, 753934042.00 ns, 5.7521 us/op
WorkloadActual  14: 131072 op, 758087292.00 ns, 5.7837 us/op
WorkloadActual  15: 131072 op, 758619458.00 ns, 5.7878 us/op

// AfterActualRun
WorkloadResult   1: 131072 op, 757120250.00 ns, 5.7764 us/op
WorkloadResult   2: 131072 op, 755782750.00 ns, 5.7662 us/op
WorkloadResult   3: 131072 op, 761170417.00 ns, 5.8073 us/op
WorkloadResult   4: 131072 op, 757687584.00 ns, 5.7807 us/op
WorkloadResult   5: 131072 op, 758458709.00 ns, 5.7866 us/op
WorkloadResult   6: 131072 op, 765156042.00 ns, 5.8377 us/op
WorkloadResult   7: 131072 op, 764044417.00 ns, 5.8292 us/op
WorkloadResult   8: 131072 op, 759397876.00 ns, 5.7937 us/op
WorkloadResult   9: 131072 op, 765341917.00 ns, 5.8391 us/op
WorkloadResult  10: 131072 op, 765026251.00 ns, 5.8367 us/op
WorkloadResult  11: 131072 op, 773230084.00 ns, 5.8993 us/op
WorkloadResult  12: 131072 op, 763307376.00 ns, 5.8236 us/op
WorkloadResult  13: 131072 op, 753674376.00 ns, 5.7501 us/op
WorkloadResult  14: 131072 op, 757827626.00 ns, 5.7818 us/op
WorkloadResult  15: 131072 op, 758359792.00 ns, 5.7858 us/op
// GC:  284 7 0 2377121792 131072
// Threading:  0 0 131072

// AfterAll
// Benchmark Process 83584 has exited with code 0.

Mean = 5.806 μs, StdErr = 0.010 μs (0.17%), N = 15, StdDev = 0.038 μs
Min = 5.750 μs, Q1 = 5.781 μs, Median = 5.794 μs, Q3 = 5.833 μs, Max = 5.899 μs
IQR = 0.052 μs, LowerFence = 5.704 μs, UpperFence = 5.911 μs
ConfidenceInterval = [5.766 μs; 5.847 μs] (CI 99.9%), Margin = 0.041 μs (0.70% of Mean)
Skewness = 0.72, Kurtosis = 2.93, MValue = 2

// ** Remained 0 (0.0%) benchmark(s) to run. Estimated finish 2026-07-02 21:20 (0h 0m from now) **
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts/results/Zeta.Benchmarks.ComplexValidationBenchmarks-report.csv
  BenchmarkDotNet.Artifacts/results/Zeta.Benchmarks.ComplexValidationBenchmarks-report-github.md
  BenchmarkDotNet.Artifacts/results/Zeta.Benchmarks.ComplexValidationBenchmarks-report.html

// * Detailed results *
ComplexValidationBenchmarks.Zeta_Valid: DefaultJob
Runtime = .NET 10.0.8 (10.0.8, 10.0.826.23019), Arm64 RyuJIT armv8.0-a; GC = Concurrent Workstation
Mean = 1.606 μs, StdErr = 0.001 μs (0.06%), N = 14, StdDev = 0.004 μs
Min = 1.601 μs, Q1 = 1.602 μs, Median = 1.605 μs, Q3 = 1.609 μs, Max = 1.613 μs
IQR = 0.006 μs, LowerFence = 1.593 μs, UpperFence = 1.618 μs
ConfidenceInterval = [1.601 μs; 1.610 μs] (CI 99.9%), Margin = 0.004 μs (0.27% of Mean)
Skewness = 0.47, Kurtosis = 1.88, MValue = 2
-------------------- Histogram --------------------
[1.599 μs ; 1.615 μs) | @@@@@@@@@@@@@@
---------------------------------------------------

ComplexValidationBenchmarks.FluentValidation_Valid: DefaultJob
Runtime = .NET 10.0.8 (10.0.8, 10.0.826.23019), Arm64 RyuJIT armv8.0-a; GC = Concurrent Workstation
Mean = 1.778 μs, StdErr = 0.005 μs (0.29%), N = 15, StdDev = 0.020 μs
Min = 1.748 μs, Q1 = 1.760 μs, Median = 1.780 μs, Q3 = 1.791 μs, Max = 1.812 μs
IQR = 0.032 μs, LowerFence = 1.712 μs, UpperFence = 1.838 μs
ConfidenceInterval = [1.756 μs; 1.799 μs] (CI 99.9%), Margin = 0.021 μs (1.18% of Mean)
Skewness = -0.05, Kurtosis = 1.7, MValue = 2
-------------------- Histogram --------------------
[1.737 μs ; 1.823 μs) | @@@@@@@@@@@@@@@
---------------------------------------------------

ComplexValidationBenchmarks.Zeta_Invalid: DefaultJob
Runtime = .NET 10.0.8 (10.0.8, 10.0.826.23019), Arm64 RyuJIT armv8.0-a; GC = Concurrent Workstation
Mean = 2.280 μs, StdErr = 0.008 μs (0.37%), N = 13, StdDev = 0.030 μs
Min = 2.225 μs, Q1 = 2.278 μs, Median = 2.284 μs, Q3 = 2.300 μs, Max = 2.322 μs
IQR = 0.022 μs, LowerFence = 2.245 μs, UpperFence = 2.333 μs
ConfidenceInterval = [2.244 μs; 2.316 μs] (CI 99.9%), Margin = 0.036 μs (1.58% of Mean)
Skewness = -0.58, Kurtosis = 2, MValue = 2
-------------------- Histogram --------------------
[2.208 μs ; 2.268 μs) | @@@
[2.268 μs ; 2.339 μs) | @@@@@@@@@@
---------------------------------------------------

ComplexValidationBenchmarks.FluentValidation_Invalid: DefaultJob
Runtime = .NET 10.0.8 (10.0.8, 10.0.826.23019), Arm64 RyuJIT armv8.0-a; GC = Concurrent Workstation
Mean = 5.806 μs, StdErr = 0.010 μs (0.17%), N = 15, StdDev = 0.038 μs
Min = 5.750 μs, Q1 = 5.781 μs, Median = 5.794 μs, Q3 = 5.833 μs, Max = 5.899 μs
IQR = 0.052 μs, LowerFence = 5.704 μs, UpperFence = 5.911 μs
ConfidenceInterval = [5.766 μs; 5.847 μs] (CI 99.9%), Margin = 0.041 μs (0.70% of Mean)
Skewness = 0.72, Kurtosis = 2.93, MValue = 2
-------------------- Histogram --------------------
[5.730 μs ; 5.920 μs) | @@@@@@@@@@@@@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet v0.15.8, macOS Tahoe 26.2 (25C56) [Darwin 25.2.0]
Apple M2 Pro, 1 CPU, 12 logical and 12 physical cores
.NET SDK 10.0.300
  [Host]     : .NET 10.0.8 (10.0.8, 10.0.826.23019), Arm64 RyuJIT armv8.0-a
  DefaultJob : .NET 10.0.8 (10.0.8, 10.0.826.23019), Arm64 RyuJIT armv8.0-a


| Method                   | Mean     | Error     | StdDev    | Ratio | RatioSD | Rank | Gen0   | Gen1   | Allocated | Alloc Ratio |
|------------------------- |---------:|----------:|----------:|------:|--------:|-----:|-------:|-------:|----------:|------------:|
| Zeta_Valid               | 1.606 μs | 0.0043 μs | 0.0038 μs |  1.00 |    0.00 |    1 | 0.1125 |      - |     952 B |        1.00 |
| FluentValidation_Valid   | 1.778 μs | 0.0210 μs | 0.0197 μs |  1.11 |    0.01 |    2 | 0.5856 | 0.0019 |    4904 B |        5.15 |
| Zeta_Invalid             | 2.280 μs | 0.0360 μs | 0.0301 μs |  1.42 |    0.02 |    3 | 0.8163 | 0.0038 |    6856 B |        7.20 |
| FluentValidation_Invalid | 5.806 μs | 0.0408 μs | 0.0381 μs |  3.62 |    0.02 |    4 | 2.1667 | 0.0534 |   18136 B |       19.05 |

// * Hints *
Outliers
  ComplexValidationBenchmarks.Zeta_Valid: Default   -> 1 outlier  was  removed (1.74 μs)
  ComplexValidationBenchmarks.Zeta_Invalid: Default -> 2 outliers were removed, 5 outliers were detected (2.23 μs..2.24 μs, 2.39 μs, 2.39 μs)

// * Legends *
  Mean        : Arithmetic mean of all measurements
  Error       : Half of 99.9% confidence interval
  StdDev      : Standard deviation of all measurements
  Ratio       : Mean of the ratio distribution ([Current]/[Baseline])
  RatioSD     : Standard deviation of the ratio distribution ([Current]/[Baseline])
  Rank        : Relative position of current benchmark mean among all benchmarks (Arabic style)
  Gen0        : GC Generation 0 collects per 1000 operations
  Gen1        : GC Generation 1 collects per 1000 operations
  Allocated   : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  Alloc Ratio : Allocated memory ratio distribution ([Current]/[Baseline])
  1 μs        : 1 Microsecond (0.000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
Run time: 00:01:24 (84.67 sec), executed benchmarks: 4

Global total time: 00:01:51 (111.59 sec), executed benchmarks: 7
// * Artifacts cleanup *
Artifacts cleanup is finished
